age,gender,time_spent,platform,interests,location,demographics,profession,income,indebt,isHomeOwner,Owns_Car
38,male,4,Instagram,Lifestlye,United States,Sub_Urban,Student,19063,FALSE,TRUE,FALSE
22,female,3,Instagram,Travel,United States,Urban,Marketer Manager,10834,FALSE,TRUE,TRUE
35,female,6,YouTube,Travel,United States,Urban,Marketer Manager,19110,TRUE,TRUE,FALSE
59,male,4,Facebook,Sports,United Kingdom,Rural,Student,16598,FALSE,FALSE,FALSE
39,female,7,YouTube,Lifestlye,United Kingdom,Rural,Student,12413,TRUE,TRUE,TRUE
38,male,9,YouTube,Lifestlye,Australia,Sub_Urban,Software Engineer,19505,TRUE,TRUE,TRUE
23,female,2,Facebook,Sports,Australia,Rural,Software Engineer,15993,FALSE,FALSE,FALSE
18,male,3,Instagram,Lifestlye,United States,Urban,Software Engineer,14498,FALSE,FALSE,FALSE
58,female,3,YouTube,Travel,Australia,Rural,Software Engineer,12568,FALSE,TRUE,TRUE
29,female,8,Facebook,Travel,United States,Sub_Urban,Marketer Manager,19330,TRUE,FALSE,TRUE
43,male,8,Facebook,Sports,United States,Sub_Urban,Marketer Manager,10209,FALSE,TRUE,TRUE
63,male,8,Instagram,Travel,Australia,Urban,Student,19256,TRUE,FALSE,TRUE
51,female,9,YouTube,Travel,United Kingdom,Sub_Urban,Software Engineer,14911,TRUE,TRUE,TRUE
43,male,5,Instagram,Travel,Australia,Sub_Urban,Student,10233,FALSE,FALSE,FALSE
62,male,5,Facebook,Lifestlye,United Kingdom,Urban,Software Engineer,10792,FALSE,FALSE,TRUE
44,male,8,YouTube,Lifestlye,United Kingdom,Rural,Marketer Manager,13110,TRUE,TRUE,FALSE
26,female,7,YouTube,Sports,United States,Urban,Software Engineer,12166,TRUE,TRUE,FALSE
43,female,9,YouTube,Travel,United States,Sub_Urban,Student,18526,TRUE,TRUE,TRUE
64,female,8,Facebook,Lifestlye,Australia,Sub_Urban,Software Engineer,19551,TRUE,TRUE,TRUE
39,female,2,Facebook,Lifestlye,United Kingdom,Urban,Student,15193,FALSE,FALSE,FALSE
60,female,2,Facebook,Lifestlye,United Kingdom,Sub_Urban,Student,17314,FALSE,TRUE,FALSE
43,male,3,Instagram,Sports,United States,Sub_Urban,Student,10212,TRUE,TRUE,FALSE
53,male,3,YouTube,Sports,United States,Urban,Software Engineer,11658,FALSE,FALSE,TRUE
18,male,2,Instagram,Lifestlye,United Kingdom,Sub_Urban,Software Engineer,15024,TRUE,TRUE,TRUE
25,female,8,Facebook,Sports,Australia,Sub_Urban,Marketer Manager,19609,TRUE,TRUE,FALSE
52,male,6,Instagram,Lifestlye,United Kingdom,Rural,Student,15917,TRUE,FALSE,TRUE
64,female,1,YouTube,Sports,United States,Rural,Software Engineer,11794,FALSE,TRUE,TRUE
31,male,8,Facebook,Travel,Australia,Sub_Urban,Marketer Manager,18296,FALSE,TRUE,TRUE
43,male,5,Facebook,Travel,Australia,Rural,Marketer Manager,15578,TRUE,FALSE,FALSE
45,male,5,YouTube,Travel,United Kingdom,Rural,Software Engineer,15551,FALSE,FALSE,TRUE
40,female,4,Instagram,Lifestlye,Australia,Rural,Student,13845,FALSE,FALSE,TRUE
41,female,6,Facebook,Lifestlye,United States,Sub_Urban,Software Engineer,10378,TRUE,TRUE,TRUE
19,female,3,YouTube,Sports,United States,Rural,Software Engineer,13293,TRUE,TRUE,TRUE
62,male,9,Facebook,Lifestlye,Australia,Sub_Urban,Student,13329,TRUE,FALSE,FALSE
43,female,7,Instagram,Travel,Australia,Urban,Software Engineer,14808,FALSE,FALSE,TRUE
31,female,1,YouTube,Travel,United States,Urban,Software Engineer,17937,TRUE,FALSE,TRUE
24,male,7,YouTube,Travel,Australia,Urban,Marketer Manager,10224,TRUE,FALSE,TRUE
20,female,5,Instagram,Lifestlye,United Kingdom,Urban,Software Engineer,10737,TRUE,TRUE,FALSE
64,male,5,YouTube,Sports,United Kingdom,Sub_Urban,Software Engineer,10235,TRUE,TRUE,FALSE
40,male,2,Facebook,Sports,United Kingdom,Urban,Marketer Manager,10711,FALSE,TRUE,FALSE
63,male,4,Facebook,Travel,Australia,Urban,Student,15988,FALSE,FALSE,FALSE
60,male,6,Instagram,Travel,United States,Rural,Student,11888,TRUE,FALSE,FALSE
64,female,7,Facebook,Travel,Australia,Urban,Marketer Manager,17173,TRUE,TRUE,TRUE
62,male,5,Instagram,Travel,Australia,Rural,Marketer Manager,11259,TRUE,FALSE,TRUE
35,male,9,Instagram,Sports,United States,Urban,Student,15246,FALSE,TRUE,FALSE
55,female,3,Facebook,Lifestlye,United States,Urban,Student,17271,TRUE,FALSE,TRUE
52,female,1,Instagram,Lifestlye,United States,Rural,Student,10748,FALSE,FALSE,TRUE
42,female,9,YouTube,Lifestlye,Australia,Sub_Urban,Student,16400,TRUE,TRUE,TRUE
54,female,4,YouTube,Travel,United States,Sub_Urban,Marketer Manager,16643,TRUE,FALSE,FALSE
27,female,5,Facebook,Travel,United Kingdom,Sub_Urban,Student,11823,FALSE,TRUE,TRUE
56,female,3,Facebook,Lifestlye,United Kingdom,Rural,Student,16852,FALSE,FALSE,TRUE
34,female,9,YouTube,Travel,United States,Urban,Software Engineer,17777,TRUE,FALSE,FALSE
56,female,4,YouTube,Travel,United States,Urban,Software Engineer,14232,FALSE,FALSE,TRUE
43,female,2,Instagram,Sports,United States,Rural,Software Engineer,11777,TRUE,FALSE,TRUE
61,female,6,YouTube,Travel,Australia,Rural,Software Engineer,11222,FALSE,FALSE,FALSE
34,male,9,Instagram,Sports,Australia,Rural,Marketer Manager,11777,FALSE,FALSE,TRUE
37,male,9,Instagram,Travel,Australia,Sub_Urban,Software Engineer,17490,TRUE,TRUE,TRUE
27,female,2,Instagram,Lifestlye,Australia,Sub_Urban,Student,18118,FALSE,TRUE,TRUE
20,male,6,Facebook,Lifestlye,United States,Sub_Urban,Student,12989,TRUE,FALSE,FALSE
58,female,3,YouTube,Travel,United Kingdom,Rural,Software Engineer,18343,FALSE,FALSE,FALSE
62,male,5,YouTube,Sports,United Kingdom,Rural,Marketer Manager,11325,FALSE,TRUE,TRUE
53,male,5,Instagram,Sports,Australia,Sub_Urban,Student,15127,FALSE,FALSE,TRUE
64,female,3,Instagram,Lifestlye,United States,Urban,Software Engineer,18998,FALSE,TRUE,FALSE
39,female,4,Instagram,Travel,Australia,Urban,Marketer Manager,12722,FALSE,TRUE,FALSE
51,female,2,YouTube,Travel,United Kingdom,Urban,Marketer Manager,14656,FALSE,FALSE,TRUE
64,female,9,Instagram,Lifestlye,United States,Sub_Urban,Marketer Manager,11325,FALSE,TRUE,TRUE
58,female,1,Instagram,Sports,United Kingdom,Urban,Software Engineer,11831,FALSE,TRUE,FALSE
54,female,5,YouTube,Lifestlye,United States,Sub_Urban,Marketer Manager,11569,FALSE,TRUE,TRUE
23,female,3,YouTube,Lifestlye,Australia,Sub_Urban,Marketer Manager,17246,TRUE,FALSE,FALSE
43,female,1,Facebook,Sports,United States,Rural,Software Engineer,11918,TRUE,FALSE,TRUE
54,male,3,Instagram,Travel,Australia,Urban,Marketer Manager,15997,TRUE,TRUE,FALSE
50,female,8,Instagram,Sports,United States,Rural,Software Engineer,12355,TRUE,TRUE,TRUE
39,female,8,Instagram,Lifestlye,United States,Rural,Student,19589,TRUE,TRUE,FALSE
23,female,6,Facebook,Lifestlye,Australia,Urban,Software Engineer,17280,FALSE,TRUE,FALSE
23,female,9,Instagram,Sports,United Kingdom,Rural,Software Engineer,14060,FALSE,TRUE,TRUE
47,male,1,Instagram,Lifestlye,United Kingdom,Rural,Marketer Manager,10404,TRUE,TRUE,TRUE
28,male,8,Facebook,Sports,Australia,Sub_Urban,Software Engineer,11721,FALSE,FALSE,TRUE
47,male,7,Facebook,Travel,United States,Urban,Student,15316,TRUE,FALSE,TRUE
41,female,3,YouTube,Lifestlye,United States,Urban,Marketer Manager,14210,FALSE,FALSE,FALSE
48,female,6,YouTube,Sports,United Kingdom,Urban,Marketer Manager,16382,TRUE,TRUE,TRUE
57,male,5,Instagram,Sports,Australia,Urban,Marketer Manager,19607,TRUE,TRUE,FALSE
54,male,3,Instagram,Travel,United States,Urban,Software Engineer,10968,FALSE,TRUE,FALSE
41,male,5,Facebook,Sports,United Kingdom,Rural,Software Engineer,18424,TRUE,FALSE,FALSE
19,female,4,Facebook,Lifestlye,United Kingdom,Rural,Software Engineer,13083,FALSE,FALSE,TRUE
37,female,1,Facebook,Travel,United Kingdom,Sub_Urban,Software Engineer,18073,FALSE,FALSE,TRUE
45,female,7,Instagram,Travel,Australia,Rural,Marketer Manager,19112,FALSE,TRUE,TRUE
21,female,3,Instagram,Travel,Australia,Urban,Student,11469,FALSE,TRUE,FALSE
32,male,2,Instagram,Travel,Australia,Sub_Urban,Software Engineer,14725,TRUE,TRUE,TRUE
23,male,3,YouTube,Lifestlye,United States,Rural,Student,14259,FALSE,TRUE,TRUE
19,female,7,YouTube,Travel,Australia,Rural,Marketer Manager,13431,FALSE,TRUE,TRUE
25,male,6,YouTube,Lifestlye,Australia,Urban,Marketer Manager,14213,TRUE,TRUE,FALSE
43,male,4,Instagram,Sports,Australia,Urban,Student,17420,TRUE,TRUE,TRUE
62,female,5,YouTube,Travel,United Kingdom,Urban,Student,18989,FALSE,FALSE,TRUE
23,male,3,YouTube,Lifestlye,United Kingdom,Rural,Marketer Manager,15534,FALSE,TRUE,FALSE
21,male,1,Instagram,Sports,Australia,Rural,Marketer Manager,12902,FALSE,TRUE,TRUE
36,female,9,Instagram,Travel,United Kingdom,Sub_Urban,Student,13718,TRUE,TRUE,TRUE
37,male,8,Facebook,Travel,United Kingdom,Rural,Software Engineer,10021,TRUE,FALSE,TRUE
37,female,6,Facebook,Sports,Australia,Urban,Marketer Manager,19034,TRUE,FALSE,FALSE
29,male,7,YouTube,Sports,United Kingdom,Urban,Student,19952,TRUE,TRUE,TRUE
64,male,6,Facebook,Sports,United Kingdom,Urban,Marketer Manager,13641,TRUE,FALSE,TRUE
18,female,9,Instagram,Sports,United Kingdom,Sub_Urban,Marketer Manager,15212,FALSE,TRUE,TRUE
43,female,3,Instagram,Travel,United States,Sub_Urban,Marketer Manager,10191,TRUE,FALSE,FALSE
31,male,3,Instagram,Travel,United Kingdom,Rural,Software Engineer,18587,TRUE,TRUE,FALSE
54,male,3,YouTube,Travel,Australia,Rural,Student,15114,FALSE,TRUE,TRUE
28,female,9,Facebook,Travel,Australia,Sub_Urban,Software Engineer,14662,FALSE,TRUE,TRUE
53,male,4,Facebook,Lifestlye,United Kingdom,Sub_Urban,Student,14326,TRUE,FALSE,FALSE
30,female,7,Instagram,Lifestlye,Australia,Sub_Urban,Software Engineer,19065,FALSE,FALSE,TRUE
60,female,9,YouTube,Lifestlye,Australia,Urban,Student,14335,TRUE,TRUE,TRUE
50,female,9,YouTube,Travel,Australia,Urban,Software Engineer,18648,TRUE,TRUE,TRUE
23,female,3,YouTube,Lifestlye,United States,Urban,Student,19196,FALSE,FALSE,FALSE
22,female,8,Instagram,Lifestlye,United Kingdom,Rural,Marketer Manager,18536,FALSE,TRUE,FALSE
61,female,4,YouTube,Sports,Australia,Sub_Urban,Marketer Manager,16273,TRUE,TRUE,FALSE
19,female,8,YouTube,Travel,Australia,Rural,Student,16284,FALSE,TRUE,FALSE
